nconst	primaryName
nm0039281	Vali Ashton
nm0039289	Mirza-aga Ashumov
nm0039306	Ashwini
nm0039319	Dicken Ashworth
nm0039321	Ernest Ashworth
nm0039339	K. Asif
nm0039347	Tanja Asikainen
nm0039348	Oguzhan Asilturk
nm0039350	Kostas Asimakopoulos
nm0039354	Beata Asimakopoulou
nm0039360	Ronald Asinas
nm0039364	Wojciech Asinski
nm0039368	Mary Asiride
nm0039373	Avraham Asiyo
nm0039374	Dick Ask
nm0039387	Hassan Askari
nm0039391	Don Askarian
nm0039398	Per Egil Aske
nm0039424	David Askew
nm0039428	Fred Askew
nm0039435	Luke Askew
nm0039446	Rick Askew
nm0039459	Phil Askham
nm0039467	Patrick Askin
nm0039468	Peter Askin
nm0039471	Tony Askin
nm0039484	Bob Asklöf
nm0039498	Robin Askwith
nm0039508	Elene Aslamazishvili
nm0039510	Grégoire Aslan
nm0039515	Muzaffer Aslan
nm0039516	Nily Aslan
nm0039518	Sayavush Aslan
nm0039523	Samson Aslanian
nm0039530	Mehmet Aslantug
nm0039560	Guðrún Ásmundsdóttir
nm0039567	Rudolf Asmus
nm0039571	Claus Asmussen
nm0039578	Troels Asmussen
nm0039582	Hans-Dieter Asner
nm0039591	Kumiko Asô
nm0039593	Usagi Asô
nm0039596	Asokan
nm0039598	Reiko Asoo
nm0039601	Kaori Asô
nm0039602	Miyoko Asô
nm0039604	Yumi Asô
nm0039608	Camilla Asp
nm0039619	L. Aspanidze
nm0039621	Fred Asparagus
nm0039642	Giles Aspen
nm0039655	Gulzhan Aspetova
nm0039660	Martin Asphaug
nm0039661	Tobias Asphaug
nm0039689	Folke Asplund
nm0039703	Patricia Aspíllaga
nm0039707	María Asquerino
nm0039716	Magdalen Asquith
nm0039717	Mark Asquith
nm0039733	Moris Assa
nm0039734	René Assa
nm0039743	Saeed Assadi
nm0039744	Shahram Assadi
nm0039752	Kobi Assaf
nm0039755	Milka Assaf
nm0039756	Roger Assaf
nm0039757	Leyla Assaf-Tengroth
nm0039759	Anita Assal
nm0039773	Abdenbi Azzaoui
nm0039778	Khadija Assas
nm0039779	Madeleine Assas
nm0039787	Ali Assed
nm0039790	Eddy Asselbergs
nm0039805	Olivier Asselin
nm0039814	Peter Assen
nm0039833	Talgat Assetov
nm0039841	Varda Assif
nm0039842	Natasa Asiki
nm0039856	Giba Assis Brasil
nm0039873	Sergio Assisi
nm0039877	Barbara Assmann
nm0039878	Dieter Assmann
nm0039879	Hans-Jörg Assmann
nm0039890	Ovidio G. Assonitis
nm0039891	Adolfo Assor
nm0039894	Marianne Assouline
nm0039906	Priscila Assum
nm0039911	António Assunção
nm0039917	Leilah Assunção
nm0039923	André Asséo
nm0039924	Pat Ast
nm0039934	Yuri Astafyev
nm0039935	Elena Astafeva
nm0039937	Flo Astair
nm0039949	Stephanie Astalos-Jones
nm0039958	Shay Astar
nm0039967	Adriana Asti
nm0039968	Fabio Aste
nm0039969	Patrizia Aste
nm0039980	Mary Aster
nm0039985	Jitka Asterová
nm0039992	Daniele Asti
nm0040009	Dan Astileanu
nm0040014	John Astin
nm0040015	Mackenzie Astin
nm0040030	Pat Astley
nm0040039	Emma Astner
nm0040040	Torbjörn Astner
nm0040059	Doug Aston
nm0040070	Marie-Claire Aston
nm0040089	Eva Astor
nm0040098	Patti Astor
nm0040110	Loli Astoreka
nm0040116	Nicky Ranieri
nm0040125	Dmitriy Astrakhan
nm0040136	Nikitas Astrinakis
nm0040150	Alexandre Astruc
nm0040152	Jenny Astruc
nm0040154	Idit Astruck
nm0040157	Odd Astrup
nm0040159	Antonio Astudillo
nm0040167	Carpi Asturias
nm0040173	Bobby Astyr
nm0040174	Nao Asuka
nm0040179	Yûko Asuka
nm0040192	Aswani
nm0040195	Manop Aswathep
nm0040197	Aswini
nm0040198	Rüstü Asyali
nm0040207	José María Asín
nm0040210	Ayumi Asô
nm0040220	Yilmaz Atadeniz
nm0040223	Batyr Atayev
nm0040225	Eric Atagotaluk
nm0040226	Hande Ataizi
nm0040230	Albert Atakhanov
nm0040231	Mered Atakhanov
nm0040234	Yamil Atala
nm0040245	Véronique Ataly
nm0040248	Kutlug Ataman
nm0040270	Bogumil Atanasov
nm0040271	Nikolay Atanasov
nm0040273	Svetlana Atanasova
nm0040274	Marija Atanasovska
nm0040283	Atanass Atanassov
nm0040287	Elise Atangana
nm0040297	Katsutoshi Atarashi
nm0040298	Peter Attard
nm0040300	Gali Atari
nm0040301	Yona Atari
nm0040304	Ali Atashkar
nm0040305	Irfan Atasoy
nm0040309	Aysen Atav
nm0040310	Sükriye Atav
nm0040314	Dely Atay-atayan
nm0040319	Sabira Atayeva
nm0040320	Abdullah Ataç
nm0040328	Doug Atchison
nm0040366	Bahri Ates
nm0040368	Toktamis Ates
nm0040372	Osman Ates
nm0040373	Perihan Ates
nm0040377	Seyran Ates
nm0040383	Mark Atha
nm0040389	Glenn Athaide
nm0040395	Dimitris Athanasiadis
nm0040396	Helen Athanasiadis
nm0040398	Anatoli Athanasiadou
nm0040407	Dimitris Athanitis
nm0040434	Alan Atheral
nm0040440	Thodoris Atheridis
nm0040472	William Atherton
nm0040479	Soraya Athigi
nm0040481	Francisco Athié
nm0040493	Sandra Atia
nm0040495	Karmen Atias
nm0040498	Edward Atienza
nm0040512	Aysegül Atik
nm0040520	Nilgün Atilgan
nm0040531	Nataly Attiya
nm0040545	Féodor Atkine
nm0040569	Crystal Atkins
nm0040573	Dave Atkins
nm0040574	David Atkins
nm0040586	Eileen Atkins
nm0040630	Mark Atkins
nm0040631	Martyn Atkins
nm0040638	Pat Atkins
nm0040646	Ron Atkins
nm0040660	Thomas Radcliffe Atkins
nm0040662	Tom Atkins
nm0040679	Beverly Hope Atkinson
nm0040695	David Atkinson
nm0040739	Jayne Atkinson
nm0040744	John Atkinson
nm0040757	Keith Atkinson
nm0040763	Linda Atkinson
nm0040764	Lynton Atkinson
nm0040772	Michael Atkinson
nm0040789	Gianfranco Parolini
nm0040797	Scott Atkinson
nm0040804	Tamsin Atkinson
nm0040808	Tracy Atkinson
nm0040809	Trent Atkinson
nm0040820	Alexander Atlan
nm0040822	Eric Atlan
nm0040843	George Atlas
nm0040844	Georges Atlas
nm0040857	Siamak Atlassi
nm0040865	Ted Atlof
nm0040871	Randy Atmadja
nm0040872	Jimmy Atmaja
nm0040878	Laura Atneosen
nm0040880	Kai Atô
nm0040905	Tali Atsmon
nm0040907	Takuro Atsuki
nm0040908	Hinako Atsumi
nm0040910	Kiyoshi Atsumi
nm0040911	Mari Atsumi
nm0040915	Hajime Atsuta
nm0040939	Yvan Attal
nm0040953	Giovanni Attanasio
nm0040980	Mathieu Attawa
nm0040995	Dave Attell
nm0040997	Toni Attell
nm0041029	Edward Atterton
nm0041032	Warrick Attewell
nm0041038	Ahmed Attia
nm0041058	Mohamed Attifi
nm0041061	Attila
nm0041062	Borcsik Attila
nm0041066	Antonella Attili
nm0041072	Eric Attio
nm0041115	Attwenger
nm0041118	David Attwood
nm0041135	Ferdi Atuner
nm0041136	Barry Atwater
nm0041146	Tom Atwater
nm0041194	Margaret Atwood
nm0041209	Sascha Atzenbeck
nm0041215	Anat Atzmon
nm0041217	Itzak Atzmon
nm0041218	Keren Atzmon
nm0041219	Shmuel Atzmon
nm0041220	Tali Atzmon
nm0041222	Robert Atzorn
nm0041226	Albert Au
nm0041227	Angela Au
nm0041229	Yang-Ming Tsai
nm0041230	Chi-Ming Au
nm0041239	Man Sze Au
nm0041245	Sara Au
nm0041247	Stephen Au
nm0041248	Tony Au
nm0041249	Twiggie Au
nm0041250	Wei Ou
nm0041251	Sha-Fei Ouyang
nm0041253	Bobbie Au-Yeung
nm0041261	Brigitte Aube
nm0041263	Jonathan Aube
nm0041266	Raúl Aubel
nm0041274	Daniel Auber
nm0041280	Remy Auberjonois
nm0041281	Rene Auberjonois
nm0041294	Fabienne Aubert
nm0041300	Jean-Louis Aubert
nm0041308	Marianne Aubert
nm0041315	Robin Aubert
nm0041316	Roch Aubert
nm0041321	Véronique Aubert
nm0041332	Pascal Aubier
nm0041337	Claudia Aubin
nm0041339	Cyril Aubin
nm0041347	Liette Aubin
nm0041350	Maurice-André Aubin
nm0041360	Jean-Jacques Aublanc
nm0041381	Stanislav Aubrecht
nm0041402	Georges Aubrey
nm0041405	James Aubrey
nm0041408	Jay Aubrey
nm0041411	Juliet Aubrey
nm0041425	Didier Aubriot
nm0041428	Estelle Aubriot
nm0041435	Béatrice Audry
nm0041437	Cristina Aubry
nm0041458	Sophie Aubry
nm0041460	Chantale Aubré
nm0041462	Patrick Aubrée
nm0041466	Jacques Aubuchon
nm0041474	Frédéric Auburtin
nm0041485	Anne Céline Auche
nm0041503	J.P. Auclair
nm0041509	Michel Auclair
nm0041529	Peter Aude
nm0041536	Michel Auder
nm0041542	Alexandra Auder
nm0041554	Michèle Audette
nm0041565	Mireille Audibert
nm0041588	Caroline Audisio
nm0041595	Pompeyo Audivert
nm0041597	'Spring' Mark Adley
nm0041609	Martine Audó
nm0041614	Marie-Françoise Audollent
nm0041619	Martine Audouart
nm0041620	Georges Audoubert
nm0041626	Martine Audrain
nm0041632	Elvire Audray
nm0041635	Pascale Audret
nm0041637	Brigitte Barry
nm0041641	Geneviève Audry
nm0041647	Michel Audy
nm0041660	Alyssa Auer
nm0041662	Barbara Auer
nm0041668	Felix Auer
nm0041671	Gabriel Auer
nm0041717	Lee Auerbach
nm0041746	Maurice Aufair
nm0041747	Claude Aufaure
nm0041761	Nathalie Auffret
nm0041775	Yuliya Aug
nm0041804	Esther Auger
nm0041844	Reece Auguiste
nm0041852	Amadeus August
nm0041861	Jane August
nm0041869	Lance August
nm0041875	Robert August
nm0041888	Karel Augusta
nm0041898	Aïlo Auguste-Judith
nm0041904	Dieter Augustin
nm0041907	Joe Augustin
nm0041909	Katja Augustin
nm0041916	Vanessa Augustin
nm0041919	Augustine
nm0041928	Joy Augustine
nm0041932	Mark Rydell
nm0041940	Peer Augustinski
nm0041941	Augusto
nm0041953	Marcelo Augusto
nm0041954	Marcos Augusto
nm0041955	Márcio Augusto
nm0041957	Otávio Augusto
nm0041960	Romulo Augusto
nm0041964	Tito Augusto
nm0042004	David Auker
nm0042009	Daniel Aukin
nm0042017	Audinga Aukstikalnite
nm0042023	Sophie d'Aulan
nm0042025	Carla Egerer
nm0042045	Britta Aulin
nm0042046	Ewa Aulin
nm0042048	Anka Auling
nm0042055	Sal Aulisico
nm0042085	Jong-seon Eom
nm0042087	Benoît Aumais
nm0042090	Jeremy W. Auman
nm0042094	Gary Aumiller
nm0042104	Michel Aumont
nm0042106	Tina Aumont
nm0042112	Brett Aune
nm0042124	Nora Aunor
nm0042128	Marcelino Aupart
nm0042129	Ramón Aupart
nm0042130	Saúl Aupart
nm0042141	Alejandro Aura
nm0042144	Marta Aura
nm0042152	Aurangzeb
nm0042155	Carlos Aured
nm0042158	Christine Aurel
nm0042159	Jean Aurel
nm0042161	Lucinda Clare
nm0042164	Andrea Aureli
nm0042169	Agnes Aurelio
nm0042172	Marcus Aurelius
nm0042174	Birgit Aurell
nm0042187	Giulio Aurichio
nm0042190	Jessica Auriemma
nm0042191	Eberhard Auriga
nm0042192	Patrick Aurignac
nm0042203	Aurora
nm0042206	Aurore
nm0042223	Steve Ausbury
nm0042236	Carlo Ausino
nm0042256	Pierre Aussedat
nm0042260	Friederike Aust
nm0042265	Peter Aust
nm0042266	Stefan Aust
nm0042291	Olivier Austen
nm0042304	Sam Auster
nm0042307	Robert Austern
nm0042316	Alana Austin
nm0042351	Chris Austin
nm0042369	Dustin Austen
nm0042376	Eric Austin
nm0042396	Heather Austin
nm0042415	Jeanne Austin
nm0042420	Jeff Austin
nm0042435	Julie Austin
nm0042438	Karen Austin
nm0042450	Lewis C. Austin
nm0042456	Lysette M. Austin
nm0042469	Mauralea Austin
nm0042471	Melvin Austin
nm0042472	Michael Austin
nm0042483	Nicola Austin
nm0042488	Paul Austin
nm0042489	Paul Austin
nm0042494	Philip Austin
nm0042510	Ronald Austin
nm0042523	Steve Austin
nm0042527	Phil M. Noir
nm0042530	Susan Austin
nm0042531	Teddi Austin
nm0042535	Teri Austin
nm0042541	Todd Austin
nm0042544	Je Te Aime
nm0042546	Ursula Austin
nm0042563	Teresa Austregésilo
nm0042564	Amy Austria
nm0042571	Ken Ausubel
nm0042574	Luis Eduardo Aute
nm0042603	Jeff J.J. Authors
nm0042604	Crescenzo Autieri
nm0042613	Pekka Autiovuori
nm0042614	Anne-Marie Autissier
nm0042623	Paulo Autran
nm0042629	Jean-Luc Autret
nm0042670	Jukka Auvinen
nm0042672	Tommi Auvinen
nm0042683	Jim Auwae
nm0042705	Igor Auzins
nm0042709	Jón Sæmundur Auðarson
nm0042723	Sonya A. Avakian
nm0042733	Gia Avalishvili
nm0042735	Marcello Avallone
nm0042738	Avalon
nm0042745	James Avalon
nm0042748	Phillip Avalon
nm0042753	Joel Avalos
nm0042757	Luis Avalos
nm0042764	Stefan Avalos
nm0042771	Walter Avancini
nm0042779	Avani
nm0042800	István Avar
nm0042812	Antonio Avati
nm0042816	Jozica Avbelj
nm0042818	Harika Avci
nm0042820	Suzan Avci
nm0042822	Dimos Avdeliodis
nm0042831	Ermina Avdic
nm0042835	Salkuna Avdic
nm0042841	Maria Avdjushko
nm0042844	Viktor Avdyushko
nm0042848	Serge Avedikian
nm0042849	Howard Avedis
nm0042851	Edwin Avedissian
nm0042860	Catarina Avelar
nm0042869	Socorro Avelar
nm0042874	Dominique Aveline
nm0042884	Joe Mari Avellana
nm0042885	Lamberto V. Avellana
nm0042887	María Herminia Avellaneda
nm0042888	Chucho Avellanet
nm0042892	Fausta Avelli
nm0042911	Lucie Avenay
nm0042915	José Luis Avendaño
nm0042919	Eugenia Avendaño
nm0042936	Raymond Avenière
nm0042946	Ilya Averbakh
nm0042971	Maksim Averin
nm0042972	Yulian Semyonov
nm0042974	Yuri Averin
nm0042976	Julius Averitt
nm0042984	Yevgeni Averochkin
nm0042996	Jean-Christophe Averty
nm0042998	Lloyd Avery II
nm0043007	Belle Avery
nm0043011	Brian Avery
nm0043019	Charlotte Avery
nm0043031	Dwayne Avery
nm0043041	James Avery
nm0043042	Jeanne Avery
nm0043055	Linda Avery
nm0043076	Rick Avery
nm0043079	Scott Avery
nm0043088	Val Avery
nm0043093	Nikolay Averyushkin
nm0043104	Anastasios Avgeris
nm0043109	Michal Aviad
nm0043110	Frank Avianca
nm0043117	David Avidan
nm0043118	Oron Avidan
nm0043126	Beslan Avidzba
nm0043144	Christine Avila
nm0043154	Joel Avila
nm0043160	Rita Avila
nm0043169	Thomas K. Avildsen
nm0043170	Angel Aviles
nm0043173	Rick Aviles
nm0043174	Susanna Aviles
nm0043182	Viktor Avilov
nm0043183	Agustín Avilés
nm0043192	Maricarmen Avilés
nm0043198	Frankie Avina
nm0043199	Avinash
nm0043203	Romen Avinian
nm0043209	Nitzan Aviram
nm0043214	Meiert Avis
nm0043225	Tom Avitabile
nm0043226	Icho Avital
nm0043230	Efrat Aviv
nm0043232	Nurith Aviv
nm0043234	Yael Aviv
nm0043238	Avishay Avivi
nm0043239	David Avivi
nm0043247	Vasilis Avlonitis
nm0043253	Jon Avner
nm0043259	Aki Avni
nm0043261	Boaz Avni
nm0043268	Tom Avni
nm0043272	Jean-Marc Avocat
nm0043274	Béatrice Avoine
nm0043293	Justin Avoth
nm0043294	Andrey Avramov
nm0043300	Dalia Avrahami
nm0043301	Doron Avrahami
nm0043303	Uri Avrahami
nm0043308	Chris Avram
nm0043311	Nikos Avrameas
nm0043320	Yuri Avsharov
nm0043324	Jasmina Avramovic
nm0043334	Robert J. Avrech
nm0043340	Colette Avril
nm0043341	Françoise Avril
nm0043354	Philippe Avron
nm0043355	Ram Avron
nm0043362	Hülya Avsar
nm0043378	Tidiane Aw
nm0043385	Mohamed Awad
nm0043387	Robert Awad
nm0043389	Alejandro Awada
nm0043396	Keiko Awaji
nm0043398	Chikage Awashima
nm0043411	Urara Awata
nm0043414	Gô Awazu
nm0043426	Danny Awege
nm0043429	Awie
nm0043438	Stanislas Awona
nm0043441	Nancy Awschalom
nm0043451	Miriam Axa
nm0043453	Eddie Axberg
nm0043466	Axelle Axell
nm0043472	Torbjörn Axelman
nm0043484	Jack Axelrod
nm0043491	Lisa Michelle Axelrod
nm0043497	Nina Axelrod
nm0043498	Robert Axelrod
nm0043499	Rosa Ully Axelrod
nm0043500	Steve Axelrod
nm0043529	Taggen Axelsson
nm0043544	Tex Axile
nm0043552	Taliesin Jaffe
nm0043554	Hanna Axmann-Rezzori
nm0043589	Eva Axén
nm0043595	Ismet Ay
nm0043596	Savas Ay
nm0043602	Ayako Kawahara
nm0043609	Alexis Ayala
nm0043613	Daliléa Ayala
nm0043622	Fernando Ayala
nm0043625	Guillermo Ayala
nm0043634	Mariangélica Ayala
nm0043641	Ramón Ayala
nm0043645	Santiago Ayala
nm0043655	Ya'ackov Ayali
nm0043662	Charlotte Ayanna
nm0043663	Bora Ayanoglu
nm0043665	Sami Ayanoglu
nm0043668	Kianoush Ayari
nm0043674	Sachiko Ayase
nm0043675	Dunia Ayaso
nm0043678	Toshiki Ayata
nm0043689	Aysun Aybek
nm0043691	Melek Ayberk
nm0043692	Engin Ayça
nm0043698	Philip Ayckbourn
nm0043705	Kader Ayd
nm0043707	Birsen Ayda
nm0043708	Aynur Aydan
nm0043709	Ege Aydan
nm0043711	Nilüfer Aydan
nm0043712	Sevda Aydan
nm0043714	Aysen Aydemir
nm0043721	Mehmet Aydin
nm0043727	Tuncer Aydinoglu
nm0043728	Oya Aydogan
nm0043738	Aly Ben Ayed
nm0043740	Maria Fernanda Ayenza
nm0043743	Debbon Ayer
nm0043748	George Ayer
nm0043751	Harold Ayer
nm0043758	Roy Ayers Jr.
nm0043784	Joann Ayers
nm0043787	Josie Ayers
nm0043794	Lorry Ayers
nm0043804	Robert Ayers
nm0043816	Ebony Ayes
nm0043820	José Luis Ayestarán
nm0043825	Popocho Ayestarán
nm0043835	Orhan Aykanat
nm0043839	Peter Aykroyd
nm0043841	Jale Aylanç
nm0043855	Reiko Aylesworth
nm0043856	Carole-Ann Aylett
nm0043891	John Aylward
nm0043892	Peter Aylward
nm0043902	Marcel Aymar
nm0043914	Juan Aymerich
nm0043915	Catherine Aymerie
nm0043934	Miguel Ayones
nm0043938	Dominique Ayotte
nm0043953	Nabil Ayouch
nm0043956	Nevin Aypar
nm0043959	Necdet Mahfi Ayral
nm0043962	Ashley Ayre
nm0043966	Kristian Ayre
nm0043972	Aribeti Ayres
nm0043981	Fraser Ayres
nm0043994	Leah Ayres
nm0043997	Maray Ayres
nm0044003	Nancy Martin
nm0044009	Richard Ayres
nm0044011	Rosalind Ayres
nm0044016	Tony Ayres
nm0044034	Mary Aytes
nm0044037	Sunar Kural Aytuna
nm0044043	Izumi Ayukawa
nm0044044	Makoto Ayukawa
nm0044045	Mari Ayukawa
nm0044048	Ildar Ayupov
nm0044049	Rim Ayupov
nm0044052	Manuel Ayuso
nm0044066	Samihah Ayyoob
nm0044073	Lubna Azabal
nm0044074	Mohammed Azaay
nm0044075	Ali Azab
nm0044079	Azaad Irani
nm0044082	Ali Azad
nm0044088	Shokrali Azadi
nm0044106	Caroline Azar
nm0044117	Nozar Azadi
nm0044122	Koby Azarly
nm0044126	William Azaroff
nm0044130	Villen Azarov
nm0044138	Ziya Azazi
nm0044150	Anna Azcona
nm0044152	Hank Azcona
nm0044154	John A. Webber
nm0044164	Laura Azcurra
nm0044183	Azeez
nm0044186	Azeitona
nm0044198	Martine Azencot
nm0044202	Irina Azer
nm0044206	Alain Azerot
nm0044217	Amarilis Azevedo
nm0044218	Ana Luiza Azevedo
nm0044228	Dionísio Azevedo
nm0044239	Joana Azevedo
nm0044242	Licínio Azevedo
nm0044251	Roberto Azevedo
nm0044260	Ayu Azhari
nm0044261	Sarah Azhari
nm0044264	Dmitri Azhnin
nm0044267	Nissim Azikri
nm0044269	Azim
nm0044274	Iradj Azimi
nm0044283	Tony Azito
nm0044293	Kartina Aziz
nm0044300	Rutkay Aziz
nm0044304	Tikva Aziz
nm0044310	Myriam Aziza
nm0044312	Noor Azizah
nm0044317	Ramiz Azizbayli
nm0044323	Rahi Azizi
nm0044325	Ali Azizian
nm0044329	Koldo Azkarreta
nm0044334	Roy Azman
nm0044336	Ahmed Azmi
nm0044338	Badaruddin Azmi
nm0044340	Kaifi Azmi
nm0044341	Omid Azmi
nm0044343	Tanvi Azmi
nm0044357	Tomás Aznar
nm0044362	Anatoliy Azo
nm0044365	Corina Azopardo
nm0044376	Eloy Azorín
nm0044378	Juana Azorín
nm0044384	Hanna Azoulay Hasfari
nm0044385	Alain Azoulay
nm0044387	Ariella Azoulay
nm0044414	Carlos Azpúrua
nm0044416	Azra
nm0044419	Jean-Luc Azra
nm0044420	Fatemeh Azrah
nm0044440	Meir Azulai
nm0044441	Shimon Azulai
nm0044443	Jom Tob Azulay
nm0044445	Chiyonosuke Azuma
nm0044447	Emiko Azuma
nm0044454	Mikihisa Azuma
nm0044457	Sayaka J. Azuma
nm0044463	Terumi Azuma
nm0044466	Yôichi Higashi
nm0044467	Yuriko Azuma
nm0044478	Eiko Azusa
nm0044481	Yôko Azusa
nm0044487	Alejandro Azzano
nm0044489	Candice Azzara
nm0044491	Dale Azzard
nm0044503	Ahmed Azzein
nm0044524	Mario Azzopardi
nm0044535	Sabine Azéma
nm0044543	Celeste Aída
nm0044546	Krimo Baba Aïssa
nm0044558	Betül Asçioglu
nm0044559	Mahmoud B'darna
nm0044568	Scott B
nm0044579	Beth B
nm0044581	Christine Rigoler
nm0044584	Gopal B.
nm0044586	Harinarayanaiah B.
nm0044593	J.B.
nm0044600	Saroja Devi B.
nm0044607	B.J.
nm0044611	Bassek Ba Kobhio
nm0044615	Coura Ba
nm0044618	Juliette Ba
nm0044620	N'Gaido Ba
nm0044622	Oumar Ba
nm0044636	Karsten Baagø
nm0044642	Karin Baal
nm0044643	Monica Baal
nm0044645	David Baalcke
nm0044648	Gerardo Baamonde
nm0044651	Peter de Baan
nm0044658	Vijaya Baapineedu
nm0044668	Bentein Baardson
nm0044672	Baaron
nm0044678	Ragnar Baartvedt
nm0044680	Balduin Baas
nm0044686	Ganboldin Baasankhuu
nm0044689	Wilfried Baasner
nm0044690	Baatartsogt
nm0044693	Chris Baay
nm0044706	Kabuli Baba
nm0044715	Shuhaimi Baba
nm0044717	Yasuo Baba
nm0044726	Ante Babaja
nm0044728	Marina Babak
nm0044729	Reza Babak
nm0044730	Rajnish Babakan
nm0044740	Diclehan Baban
nm0044748	Aydin Babaoglu
nm0044749	Erol Babaoglu
nm0044762	Obba Babatundé
nm0044766	Agasi Babayan
nm0044770	Roksana Babayan
nm0044771	Suren Babayan
nm0044772	Mirza Babayev
nm0044780	Jim Babb
nm0044796	Raj Babbar
nm0044798	Thom Babbes
nm0044803	Jamie Babbit
nm0044823	Barbara Babcock
nm0044838	Jeff Babcock
nm0044852	Rachel Babcock
nm0044859	Todd Babcock
nm0044865	Fabienne Babe
nm0044868	Alida Babel
nm0044869	Armand Babel
nm0044877	Nikolai Babenko
nm0044892	Monica Baber
nm0044907	Babette
nm0044914	Mohamad A. Babhan
nm0044916	Parveen Babi
nm0044918	Paul Babiak
nm0044923	Barbara Babic
nm0044929	Joze Babic
nm0044933	Nikola Babic
nm0044936	Vuk Babic
nm0044940	Iskra Babich
nm0044941	Michaline Babich
nm0044958	Assurbanipal Babila
nm0044963	Jean Babilée
nm0044964	Yann Babilée
nm0044972	Lou Babin
nm0044985	Marcia Babineau
nm0044999	Babita Kapoor
nm0045011	Václav Babka
nm0045012	Aurimas Babkauskas
nm0045013	Bronius Babkauskas
nm0045014	Nadezhda Babkina
nm0045023	Lia Babluani
nm0045024	Temur Babluani
nm0045052	Paul Babrociak
nm0045053	Alice Babs
nm0045057	Thomas Babson
nm0045059	Jennifer Babtist
nm0045064	Babu Mohan
nm0045068	Dinesh Babu
nm0045075	Jagapathi Babu
nm0045082	Prasad Babu
nm0045083	R.S. Babu
nm0045085	Ramesh Babu Ghattamaneni
nm0045089	T.S. Suresh Babu
nm0045102	P. Baburaj
nm0045107	Hülya Babus
nm0045108	Tom Babuscio
nm0045116	Baby
nm0045119	Aruna Irani
nm0045132	Kumari Naaz
nm0045136	Sarika
nm0045138	Shamili
nm0045141	Tabassum
nm0045147	Dave Baby
nm0045153	Nana Baby
nm0045162	Valeri Babyatinsky
nm0045172	Brandon Baca
nm0045174	Clorinda Baca
nm0045208	Carol Bacall
nm0045209	Michael Bacall
nm0045210	Juana Bacallao
nm0045211	Laura Bacalle
nm0045219	Mike Bacarella
nm0045223	Paul Bacca
nm0045229	Jalila Baccar
nm0045232	Ivan Baccarat
nm0045238	Carlo Baccarini
nm0045242	Luís Bacceli
nm0045256	John Bacchus
nm0045261	Antonio Bacci
nm0045268	Ivan Bacciocchi
nm0045298	Christian Bach
nm0045299	Claude Bach
nm0045303	Dieter Bach
nm0045304	Dirk Bach
nm0045308	Emmanuelle Bach
nm0045321	Jean Bach
nm0045324	John Bach
nm0045337	Pamela Bach-Hasselhoff
nm0045339	Patrick Bach
nm0045346	Rebecca Bach
nm0045349	Richard D. Bach
nm0045353	Roxanne Bach
nm0045354	Sabine Bach
nm0045355	Sebastian Bach
nm0045357	Simone Bach
nm0045379	Dian Bachar
nm0045382	Rivka Bahar
nm0045388	Marat Basharov
nm0045393	Abhishek Bachchan
nm0045409	Elodie Bachelier
nm0045448	Carlo Bachi
nm0045449	Scott Bachicha
nm0045455	Aleksandr Bachiyev
nm0045461	Alicja Bachleda
nm0045465	Susan Bachli
nm0045489	Þorsteinn Bachmann
nm0045493	Boyd Bachmann
nm0045495	Claudia Bachmann
nm0045502	Hans Bachmann
nm0045503	Harald Bachmann
nm0045539	Werner Bachofen
nm0045541	Wolf Bachofner
nm0045557	Fritz Bachschmidt
nm0045564	Boris Bachurin
nm0045567	Sergey Bachurskiy
nm0045571	Vasil Bachvarov
nm0045580	Ryszard Bacciarelli
nm0045583	Ljubisa Bacic
nm0045605	Gabriela Baciu
nm0045620	Mia Maria Back
nm0045623	Sylvio Back
nm0045625	Yvon Back
nm0045632	Helga Backe
nm0045637	Brian Backer
nm0045644	P.A. Backer
nm0045656	Günter Backes
nm0045665	Sascha Backhaus
nm0045675	Des Brady
nm0045681	Susan Backlinie
nm0045685	Nicholas Backlund
nm0045692	Edda Heidrún Backman
nm0045697	Ida-Lotta Backman
nm0045698	Jimmy Backman
nm0045751	Don Backy
nm0045764	Bill Bacon
nm0045802	Marco Bacon
nm0045805	Max Bacon
nm0045816	Paul Bacon
nm0045865	Gabriel Bacquier
nm0045866	Anne-Marie Bacquié
nm0045870	Jean-Pierre Bacri
nm0045872	Ferenc Bács
nm0045876	Juliet Bacskai
nm0045877	Tünde Bacskó
nm0045880	Péter Bacsó
nm0045888	Marco Bacuzzi
nm0045891	Jerzy Baczek
nm0045895	Hana Baczynska
nm0045898	Walter Baczynsky
nm0045922	Tom Badal
nm0045925	John Badalamenti
nm0045933	Lola Badalova
nm0045937	Michael Badalucco
nm0045949	Dan Badarau
nm0045959	Randall M. Badat
nm0045974	David Baddiel
nm0045994	Thomas Badek
nm0045996	Alan Badel
nm0046001	Pierre Badel
nm0046002	Sarah Badel
nm0046006	Badema
nm0046009	Tayfun Bademsoy
nm0046021	Nina Baden-Semper
nm0046027	Gesa Badenhorst
nm0046032	Christine Bader
nm0046033	Diedrich Bader
nm0046040	Hedy Bader
nm0046043	John Bader
nm0046048	Kwyn Bader
nm0046060	Yanochka Bader
nm0046068	Ramona Badescu
nm0046070	Silvija Badesku
nm0046073	Giancarlo Badessi
nm0046076	Heinz Badewitz
nm0046093	Phillip Badger
